#'chr'	'start'	'end'	'CD24Mid-1'	'CD24Neg-2'	'CD24Mid-3'	'CD24Neg-4'	'CD24Mid-5'	'CD24Neg-6'	'CD24Mid-7'	'CD24Neg-8'
chr11	620000	630000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	630000	640000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	640000	650000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	650000	660000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	660000	670000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	670000	680000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	680000	690000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	690000	700000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	700000	710000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	710000	720000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	720000	730000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	730000	740000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	740000	750000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	750000	760000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	760000	770000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	770000	780000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	780000	790000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	790000	800000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	800000	810000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	810000	820000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	820000	830000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	830000	840000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	840000	850000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	850000	860000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	860000	870000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	870000	880000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	880000	890000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	890000	900000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	900000	910000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	910000	920000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	920000	930000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	930000	940000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	940000	950000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	950000	960000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	960000	970000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	970000	980000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	980000	990000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	990000	1000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1000000	1010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1010000	1020000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1020000	1030000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1030000	1040000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1040000	1050000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1050000	1060000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1060000	1070000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1070000	1080000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1080000	1090000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1090000	1100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1100000	1110000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1110000	1120000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1120000	1130000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1130000	1140000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1140000	1150000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1150000	1160000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1160000	1170000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1170000	1180000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1180000	1190000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1190000	1200000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1200000	1210000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1210000	1220000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1220000	1230000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1230000	1240000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1240000	1250000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1250000	1260000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1260000	1270000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1270000	1280000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1280000	1290000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1290000	1300000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1300000	1310000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1310000	1320000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1320000	1330000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1330000	1340000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1340000	1350000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1350000	1360000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1360000	1370000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1370000	1380000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1380000	1390000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1390000	1400000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1400000	1410000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1410000	1420000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1420000	1430000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1430000	1440000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1440000	1450000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1450000	1460000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1460000	1470000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1470000	1480000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1480000	1490000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1490000	1500000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1500000	1510000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1510000	1520000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1520000	1530000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1530000	1540000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1540000	1550000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1550000	1560000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1560000	1570000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1570000	1580000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1580000	1590000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1590000	1600000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1600000	1610000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1610000	1620000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1620000	1630000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1630000	1640000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1640000	1650000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1650000	1660000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1660000	1670000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1670000	1680000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1680000	1690000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1690000	1700000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1700000	1710000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1710000	1720000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1720000	1730000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1730000	1740000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1740000	1750000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1750000	1760000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1760000	1770000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1770000	1780000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1780000	1790000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1790000	1800000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1800000	1810000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1810000	1820000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1820000	1830000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1830000	1840000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1840000	1850000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1850000	1860000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1860000	1870000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1870000	1880000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1880000	1890000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1890000	1900000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1900000	1910000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1910000	1920000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1920000	1930000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1930000	1940000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1940000	1950000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1950000	1960000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1960000	1970000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1970000	1980000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1980000	1990000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	1990000	2000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2000000	2010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2010000	2020000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2020000	2030000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2030000	2040000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2040000	2050000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2050000	2060000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2060000	2070000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2070000	2080000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2080000	2090000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2090000	2100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2100000	2110000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2110000	2120000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2120000	2130000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2130000	2140000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2140000	2150000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2150000	2160000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2160000	2170000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2170000	2180000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2180000	2190000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2190000	2200000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2200000	2210000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2210000	2220000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2220000	2230000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2230000	2240000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2240000	2250000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2250000	2260000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2260000	2270000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2270000	2280000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2280000	2290000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2290000	2300000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2300000	2310000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2310000	2320000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2320000	2330000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2330000	2340000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2340000	2350000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2350000	2360000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2360000	2370000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2370000	2380000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2380000	2390000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2390000	2400000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2400000	2410000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2410000	2420000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2420000	2430000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2430000	2440000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2440000	2450000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2450000	2460000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2460000	2470000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2470000	2480000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2480000	2490000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2490000	2500000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2500000	2510000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2510000	2520000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2520000	2530000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2530000	2540000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2540000	2550000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2550000	2560000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2560000	2570000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2570000	2580000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2580000	2590000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2590000	2600000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2600000	2610000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2610000	2620000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2620000	2630000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2630000	2640000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2640000	2650000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2650000	2660000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2660000	2670000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2670000	2680000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2680000	2690000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2690000	2700000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2700000	2710000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2710000	2720000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2720000	2730000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2730000	2740000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2740000	2750000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2750000	2760000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2760000	2770000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2770000	2780000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2780000	2790000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2790000	2800000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2800000	2810000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2810000	2820000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2820000	2830000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2830000	2840000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2840000	2850000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2850000	2860000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2860000	2870000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2870000	2880000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2880000	2890000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2890000	2900000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2900000	2910000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2910000	2920000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2920000	2930000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2930000	2940000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2940000	2950000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2950000	2960000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2960000	2970000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2970000	2980000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2980000	2990000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	2990000	3000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	3000000	3010000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	3010000	3020000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	3020000	3030000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	3030000	3040000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	3040000	3050000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	3050000	3060000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	3060000	3070000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	3070000	3080000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	3080000	3090000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	3090000	3100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr11	3100000	3110000	8.0	1.0	7.0	0.0	0.0	0.0	1.0	0.0
chr11	3110000	3120000	5.0	10.0	14.0	22.0	9.0	6.0	14.0	7.0
chr11	3120000	3130000	898.0	804.0	945.0	921.0	500.0	636.0	895.0	704.0
chr11	3130000	3140000	1847.0	1900.0	1844.0	1850.0	1046.0	1162.0	1553.0	1220.0
chr11	3140000	3150000	298.0	342.0	393.0	422.0	130.0	174.0	201.0	235.0
chr11	3150000	3160000	153.0	270.0	348.0	304.0	75.0	84.0	113.0	92.0
chr11	3160000	3170000	68.0	113.0	113.0	106.0	23.0	25.0	49.0	36.0
